description,image_urls,images,misc,ranking,rating,season,title
"At the climax of the Eve Wars, on December 24 of the year AC 195, the armies of the World Nation and White Fang met in a ferocious battle. World Nation leader Treize Khushrenada was slain, White Fang leader Zechs Merquise disappeared, and Earth was saved from destruction by the intervention of the five Gundam pilots. Having witnessed the consequences of war and hatred, the people of Earth and the space colonies put aside their differences and together founded a new world government. Under this newly-formed Earth Sphere Unified Nation, a year has passed in peace. The government and the populace have disarmed themselves, and almost every remaining mobile suit has been destroyed. Deciding to follow suit, Gundam pilots Heero Yuy, Duo Maxwell, Trowa Barton, and Quatre Raberba Winner place their mighty mobile suits inside an asteroid and send them on a one-way voyage into the sun. But even as they bid their Gundams farewell, a new conflict is drawing near. ,
,
(Source: AniDB)",https://cdn.myanimelist.net/images/anime/1/2507.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1/2507.jpg', 'path': 'full/6c19c8543e0626c54cf9350dde824e11238c77c4.jpg', 'checksum': '481a6f59c19a25b9542414abf4d82e38', 'status': 'downloaded'}]",Action;Military;Sci-Fi;Space;Drama;Mecha,#854,7.80,,Mobile Suit Gundam Wing: Endless Waltz Special
"Lupin's friend, the samurai Goemon Ishikawa, takes a job as bodyguard for a yakuza boss. But a brutal assassin kills the yakuza and Goemon is honor-bound to track him down.,
,
(Source: IMDB)",https://cdn.myanimelist.net/images/anime/8/83091.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/83091.jpg', 'path': 'full/7cd9a6dc44660626ab2455d44f1c36b0bf2381ce.jpg', 'checksum': '7ebb48606cad5cc2649741c3d1b1f97d', 'status': 'downloaded'}]",Action;Adventure;Drama;Seinen,#747,7.86,,Lupin the IIIrd: Chikemuri no Ishikawa Goemon
"While exploring Wiz's magic shop with his party, Kazuma Satou finds a magical wish-granting choker and decides to try it on. Only then does Wiz tell him that the choker strangles its wearer to death in four days unless their desires are fulfilled. This wouldn't be a problem if Kazuma knew what his wish was. Fearing for Kazuma's life, Aqua, Megumin, and Lalatina ""Darkness"" Dustiness Ford all agree to do his bidding in order to satisfy his desires and hopefully grant his wish, no matter what he asks for...,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1649/98516.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1649/98516.jpg', 'path': 'full/543990fee8e6b37fc7f98a063a9e28af7455fbd0.jpg', 'checksum': '5e84f9b67635ab9f70695ed812cac558', 'status': 'downloaded'}]",Adventure;Comedy;Supernatural;Magic;Fantasy,#746,7.86,,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!
"When five students at Yamaboshi Academy realize that there are no clubs where they fit in, they band together to form the Student Cultural Society, or ""StuCS"" for short. The club consists of: Taichi Yaegashi, a hardcore wrestling fan; Iori Nagase, an indecisive optimist; Himeko Inaba, a calm computer genius; Yui Kiriyama, a petite karate practitioner; and Yoshifumi Aoki, the class clown.,
 ,
One day, Aoki and Yui experience a strange incident when, without warning, they switch bodies for a short period of time. As this supernatural phenomenon continues to occur randomly amongst the five friends, they begin to realize that it is not just fun and games. Now forced to become closer than ever, they soon discover each other's hidden secrets and emotional scars, which could end up tearing the StuCS and their friendship apart.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/39665.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/39665.jpg', 'path': 'full/a90972f83cc0ec37f725b97dcca179c3258ceb07.jpg', 'checksum': 'd31a295037bcfacf3ff608ea42c8652b', 'status': 'downloaded'}]",Slice of Life;Comedy;Supernatural;Drama;Romance;School,#853,7.80,Summer 2012,Kokoro Connect
"Set in 19th-century Belgium, this classic tale, based on the Flemish novel by Oui'da, celebrates the affectionate bond between an innocent boy and his faithful dog. The stunning animation, a masterful combination of traditional and computer-aided animation, captures the natural splendor of the Flanders countryside and recreates the spirit of this classic story that has captivated audiences world wide for more than 130 years. In fact, the popularity of The Dog Of Flanders led the local Belgian government of Flanders to dedicate a statue to Nello and Patrash in 1985, immortalizing their devotion to each other. ,
,
(Source: AniDB)",https://cdn.myanimelist.net/images/anime/3/75599.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/3/75599.jpg', 'path': 'full/1b1e8aa8ab67522982295cdde18fe08eee592267.jpg', 'checksum': 'a8f6948138ca4b6aa8796a088c0f84b7', 'status': 'downloaded'}]",Drama;Historical,#745,7.86,,Flanders no Inu (Movie)
"The Sailor Guardians and their leader, Sailor Moon, continue their duty of protecting Earth from any who would dare cause it harm. However, Sailor Mars' apocalyptic visions and the appearance of two new guardians—Sailor Neptune and Sailor Uranus—signal that a new battle will soon begin.,
 ,
These newcomers seek three Talismans that are inside the Pure Heart Crystals within human beings. Once brought together, these objects form The Holy Grail, a magical relic with extraordinary abilities. They want to use the Grail to save the world, but an evil organization known as the Death Busters seeks its power for their own desires.,
,
The removal of a Talisman from a person's Heart Crystal will cause their death, something that Uranus and Neptune see as a necessary sacrifice to form the Grail, while Sailor Moon and her group deem it unforgivable. But can any sacrifice be worth the cost if it saves the lives of the entire human race?,
,
[Written by MAL Rewrite],
",https://cdn.myanimelist.net/images/anime/1077/92346.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1077/92346.jpg', 'path': 'full/5420760b53b73f745a4ee6eef195b3efb04a39b0.jpg', 'checksum': '217a4f99378f659df25e9a6b6a6f9f8b', 'status': 'downloaded'}]",Drama;Magic;Romance;Shoujo,#743,7.86,Spring 1994,Bishoujo Senshi Sailor Moon S
"The group of privateers known as the Blue Steel continues their mission to deliver blueprints of the Vibration Warhead Torpedo—a weapon that may turn the tides of war in their favor—to the United States. However, a new threat arises from their enemy, the overwhelming Fleet of Fog in the form of ""The Student Council.,"" This is a group of warships composed of the remaining Mental Models—the ships' humanoid avatars—who have yet to face the unpredictable captain of the Blue Steel, Gunzou Chihaya.,
,
As the Blue Steel gets closer to understanding the origins of the authority controlling the enemy, Iona's past starts to reveal why the war began and her reason for siding with humanity.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/74665.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/74665.jpg', 'path': 'full/c5c3e356bc990a86363fb04aa11b22a38265b3d6.jpg', 'checksum': '4ec27d4de5a03b12cb6bcbc117877c07', 'status': 'downloaded'}]",Action;Sci-Fi;Seinen,#742,7.86,,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza
"In 19th century France, a struggling single mother, Fantine, leaves her three-year-old daughter Cosette in the care of her new acquaintances, the Thernadiers. Unfortunately, Cosette's caretakers prove to be anything but loving, and the poor girl is subjected to repeated abuse and forced servitude. Still, she endures the torment in the hopes of seeing her mother once again.,
,
One night, while doing errands for her host family, Cosette is assisted by an honorable stranger named Jean Valjean. After a brief conversation with the young girl, Jean acknowledges her as the type of person he has been seeking and rescues her from the clutches of the Thernadiers. They make their way to a nearby town where Cosette enjoys a new life thanks to her savior.,
,
Under Jean's guidance, Cosette promises to help others with her newfound freedom. She pledges to heal the nation, ensuring that no one else suffers her fate. Though the road ahead is paved with tragedies left by the French Revolution, this idealistic girl will not rest until France is freed from poverty and suffering.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1/1695.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1/1695.jpg', 'path': 'full/7348890ade029b16e261373059e3688cb079a70d.jpg', 'checksum': '222a8072a21149a9506a4b9f8057aa30', 'status': 'downloaded'}]",Slice of Life;Historical;Drama;Shoujo,#740,7.87,Winter 2007,Les Misérables: Shoujo Cosette
"Music video for Eve's song ""Inochi no Tabekata.""",https://cdn.myanimelist.net/images/anime/1422/107871.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1422/107871.jpg', 'path': 'full/ace4fa7c41ebe6cad7a8d1b57fae4de67f7f1e67.jpg', 'checksum': '69a83fa301139028813c5a465b47d802', 'status': 'downloaded'}]",Music;Horror;Supernatural,#738,7.87,,Inochi no Tabekata
"Layla is going to perform Phoenix in Broadway. Playing this important role, she sets out on a journey by bicycle alone without leaving any message in order to find out what she's missing inside.",https://cdn.myanimelist.net/images/anime/7/28863.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/28863.jpg', 'path': 'full/f46bb5ae091659cabd6039e4ccf593cf15e22bed.jpg', 'checksum': '0ffc2a118fc261b621c396013f9ec39b', 'status': 'downloaded'}]",Comedy;Drama;Shoujo,#739,7.87,,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari
"In the small, impoverished Tison Village of the Parthevia Empire, a boy, Sinbad, is born to the jaded ex-soldier Badr and his kind-hearted wife Esra. His birth creates a radiant surge throughout the rukh, a declaration of a singularity to those who stand at the pinnacle of magical might: the ""Child of Destiny"" is here. Despite his country being plagued by economic instability and the repercussions of war, Sinbad leads a cheerful life—until a stranger's arrival shatters his peaceful world, and tragedy soon befalls him.,
,
Years later, mysterious edifices called ""dungeons"" have been erected all over the world. Rumored to contain great power and treasures, these dungeons piqued the interest of adventurers and armies alike; though to this day, none have returned therefrom. Sinbad, now 14, has grown into a charming and talented young boy. Inspired by the shocking events of his childhood and by his father's words, he yearns to begin exploring the world beyond his village. As though orchestrated by fate, Sinbad meets an enigmatic traveler named Yunan. Stirred by Sinbad's story and ambitions, Yunan directs him to a dungeon which he claims holds the power Sinbad needs to achieve his goals—the ""power of a king."",
,
, tells the epic saga of Sinbad's early life as he travels the world, honing his skill and influence, while gathering allies and power to become the High King of the Seven Seas.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/78783.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/10/78783.jpg', 'path': 'full/fb8ba59324cb4243b4377fd4c9f68b4240d9d935.jpg', 'checksum': '05e17ec2cc0e2f5d3dc351525f4d9306', 'status': 'downloaded'}]",Action;Adventure;Fantasy;Magic;Shounen,#741,7.87,Spring 2016,Magi: Sinbad no Bouken (TV)
"Bundled with the limited editions of 17th, 18th, 19th, and 24th volumes of the , manga.",https://cdn.myanimelist.net/images/anime/8/68677.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/68677.jpg', 'path': 'full/0121068f7f1d4e8953f70a3c214e1b92c2846ae0.jpg', 'checksum': 'd5454ed090209a2286108c7f15871df5', 'status': 'downloaded'}]",Comedy;Demons;Supernatural;Fantasy;Seinen,#736,7.87,,Hoozuki no Reitetsu OVA
"Ohana Matsumae has been working at Kissui Inn as a waitress for a while now. However, she realizes that she is starting to lose her desire to sparkle, having grown accustomed to the routines of her job. As this was a desire she had when she first moved to the inn, the realization bothers her. While having Yuina Wakura—Ohana's classmate, friend, and the daughter of rival Fukuya Inn's owner—under her as an apprentice, Ohana stumbles upon some old archives that mention her mother, Satsuki. Ohana does not know much about her mother, but these archives could shed some light on her past.,
,
Besides learning more about her mother, it is business as usual at Kissui Inn—though with a couple of challenges to test Ohana and the staff of the inn.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/70701.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/70701.jpg', 'path': 'full/296692f98e2e0f5b411e8458a0d00895a22d0f1a.jpg', 'checksum': '46946d9baa60cc716388a615edc851d0', 'status': 'downloaded'}]",Slice of Life;Comedy;Drama,#734,7.87,,Hanasaku Iroha Movie: Home Sweet Home
" plunges into the past of the Iwatobi Swim Club members alongside their fellow swimmers and competitors.,
,
Haruka Nanase and Makoto Tachibana have started middle school and must adjust to the changes that come along with growing up. While Makoto fits in with his classmates and remains positive about swimming, Haruka struggles to befriend others or join his school's swim club, as his previous issues with swimming trouble him. Distancing himself from his lively classmates and the swimming club, he has difficulty deciding which club to join instead. The rest of his classmates, including Makoto, are also hesitant as to which clubs to participate in. After an argument leads them to join the swimming club anyway, the boys strive to hone their skills, harmonize their swimming styles, and refine their conflicting feelings toward swimming and each other.,
,
As determination and talent run high, witness Haruka and Makoto—along with their classmates—discover themselves and improve their talents during their starting days.,
,
[Written by MAL Rewrite],
",https://cdn.myanimelist.net/images/anime/8/76967.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/76967.jpg', 'path': 'full/2d56ce1402852eaed8d90ed1788e8c6bd9bfaa46.jpg', 'checksum': '878f9fd4b153b456a6dce31c779a6855', 'status': 'downloaded'}]",Slice of Life;Comedy;Sports;Drama;School,#735,7.87,,High☆Speed! Movie: Free! Starting Days
